1,A SAÚDE DA MULHER,5382372014,2111405,http://www.anvisa.gov.br/datavisa/fila_bula/frmVisualizarBula.asp?pNuTransacao=5382372014&pIdAnexo=2111405
1,AAS,9417402014,2271893,http://www.anvisa.gov.br/datavisa/fila_bula/frmVisualizarBula.asp?pNuTransacao=9417402014&pIdAnexo=2271893
1,AAS PROTECT,11620842017,7350265,http://www.anvisa.gov.br/datavisa/fila_bula/frmVisualizarBula.asp?pNuTransacao=11620842017&pIdAnexo=7350265
1,ABC,18106962016,3518755,http://www.anvisa.gov.br/datavisa/fila_bula/frmVisualizarBula.asp?pNuTransacao=18106962016&pIdAnexo=3518755
1,ABCLER ABNAT,10226452015,2961248,http://www.anvisa.gov.br/datavisa/fila_bula/frmVisualizarBula.asp?pNuTransacao=10226452015&pIdAnexo=2961248
1,ABELCET,24162482017,10350633,http://www.anvisa.gov.br/datavisa/fila_bula/frmVisualizarBula.asp?pNuTransacao=24162482017&pIdAnexo=10350633
1,ABERALGINA,7575662014,2206635,http://www.anvisa.gov.br/datavisa/fila_bula/frmVisualizarBula.asp?pNuTransacao=7575662014&pIdAnexo=2206635
1,ABIDOR,7478332014,2199746,http://www.anvisa.gov.br/datavisa/fila_bula/frmVisualizarBula.asp?pNuTransacao=7478332014&pIdAnexo=2199746
1,ABLOK,5228492015,2680699,http://www.anvisa.gov.br/datavisa/fila_bula/frmVisualizarBula.asp?pNuTransacao=5228492015&pIdAnexo=2680699
1,ABLOK PLUS,8772132015,2879811,http://www.anvisa.gov.br/datavisa/fila_bula/frmVisualizarBula.asp?pNuTransacao=8772132015&pIdAnexo=2879811
1,ABRAXANE,23718002017,10332531,http://www.anvisa.gov.br/datavisa/fila_bula/frmVisualizarBula.asp?pNuTransacao=23718002017&pIdAnexo=10332531
1,ABRETIA,23646502017,10330872,http://www.anvisa.gov.br/datavisa/fila_bula/frmVisualizarBula.asp?pNuTransacao=23646502017&pIdAnexo=10330872
1,ACCUVIT,4274692017,5380051,http://www.anvisa.gov.br/datavisa/fila_bula/frmVisualizarBula.asp?pNuTransacao=4274692017&pIdAnexo=5380051
1,ACEBROFILINA,6661922015,2766274,http://www.anvisa.gov.br/datavisa/fila_bula/frmVisualizarBula.asp?pNuTransacao=6661922015&pIdAnexo=2766274
1,ACECLOFENACO,24204982017,10351850,http://www.anvisa.gov.br/datavisa/fila_bula/frmVisualizarBula.asp?pNuTransacao=24204982017&pIdAnexo=10351850
1,ACECLO-GRAN,24205222017,10351884,http://www.anvisa.gov.br/datavisa/fila_bula/frmVisualizarBula.asp?pNuTransacao=24205222017&pIdAnexo=10351884
1,ACEDILAT,7016552014,2176855,http://www.anvisa.gov.br/datavisa/fila_bula/frmVisualizarBula.asp?pNuTransacao=7016552014&pIdAnexo=2176855
1,ACEFLOR,24205332017,10351920,http://www.anvisa.gov.br/datavisa/fila_bula/frmVisualizarBula.asp?pNuTransacao=24205332017&pIdAnexo=10351920
1,ACERTANLO,21793422017,10107287,http://www.anvisa.gov.br/datavisa/fila_bula/frmVisualizarBula.asp?pNuTransacao=21793422017&pIdAnexo=10107287
1,ACERTIL,2349212018,10518139,http://www.anvisa.gov.br/datavisa/fila_bula/frmVisualizarBula.asp?pNuTransacao=2349212018&pIdAnexo=10518139
1,ACESYL,5032852017,5543506,http://www.anvisa.gov.br/datavisa/fila_bula/frmVisualizarBula.asp?pNuTransacao=5032852017&pIdAnexo=5543506
1,ACETATO DE ABIRATERONA,3725642018,10535196,http://www.anvisa.gov.br/datavisa/fila_bula/frmVisualizarBula.asp?pNuTransacao=3725642018&pIdAnexo=10535196
1,ACETATO DE ATOSIBANA,25422312017,10393081,http://www.anvisa.gov.br/datavisa/fila_bula/frmVisualizarBula.asp?pNuTransacao=25422312017&pIdAnexo=10393081
